# ============================================================
# station-stats.csv  駅別統計データ（正規データソース）
#
# ■ 運用ルール
#   - このファイルが唯一の正規データ。stationStats.ts は自動生成物。
#   - 空欄 = 未入力。null や 0 を入れない。
#   - データを追加したら git commit してバックアップ。
#   - 収集日は stationStats.ts 側の PARAM_DATA_SOURCES に記録する。
#
# ■ 優先度の目安（上から埋めると効果が高い）
#   高: daily_passengers, avg_rent_1k, avg_rent_1ldk, crime_index, safety_score
#   中: population_density, restaurant_count, supermarket_count, park_area_m2
#   低: morning_congestion, noise_score, green_ratio_pct, coworking_count
#
# ============================================================
# 列定義・収集方法
# ------------------------------------------------------------
#
# [自動生成列 ─ 手動編集不要]
# station_name       : 駅名（routes.ts と一致させること）
# lat / lng          : 緯度・経度（routes.ts から generate-station-stats.ts で生成）
# line_count         : 乗り入れ路線数（同上）
#
# [住居・生活コスト]
# avg_rent_1k        : 1K 平均家賃（万円/月）
#   収集方法          : SUUMO https://suumo.jp/chintai/tokyo/ek_[駅名]/ で「1K」絞り込み
#                       → 掲載物件の賃料一覧から中央値（上下10%除外して目算）
#   精度              : ±1万円程度の概算
#
# avg_rent_1ldk      : 1LDK 平均家賃（万円/月）
#   収集方法          : 同上、「1LDK」絞り込み
#
# population_density : 人口密度（人/km²）
#   収集方法          : 政府統計 e-Stat 国勢調査（令和2年）→ 町丁別人口 / 面積
#                       https://www.e-stat.go.jp/
#   備考              : 駅の行政区画の町丁を合算して駅圏（概ね半径1km）を推計
#
# [交通]
# daily_passengers   : 一日乗降客数（人/日）
#   収集方法          : 各社公表の「駅別乗降人員」を合算
#                       JR東日本  https://www.jreast.co.jp/passenger/
#                       東京メトロ https://www.tokyometro.jp/corporate/enterprise/passenger_rail/transport/
#                       各私鉄    各社 IR・統計ページ
#   備考              : 複数社乗り入れ駅は合算、単位は人/日（千人単位で概算可）
#
# morning_congestion : 朝ラッシュ混雑度（0〜100、高いほど混む）
#   収集方法          : 国土交通省「都市鉄道の混雑率」報告書の混雑率（%）を
#                       100超えの場合は100にクリップ、100未満はそのまま整数値で記録
#                       https://www.mlit.go.jp/toshi/city_transport/toshi_city_transport_tk_000007.html
#
# [飲食・娯楽 ─ 駅出口から半径500m以内の店舗数]
# izakaya_count      : 居酒屋数
# restaurant_count   : 飲食店数（全ジャンル合計）
# cafe_count         : カフェ・喫茶店数
# convenience_store_count : コンビニ数
# ramen_count        : ラーメン専門店数
#   収集方法（上記5列共通）:
#                       Google マップで「駅名 居酒屋（or 飲食店 etc.）」検索
#                       → 地図上の件数を目視でカウント（概数で可）
#                       または Overpass API で OSM データから集計
#                       https://overpass-turbo.eu/
#
# [生活利便性 ─ 半径500m以内]
# supermarket_count  : スーパー数
# hospital_count     : 病院・クリニック数
# bookstore_count    : 書店数
#   収集方法（上記3列共通）: Google マップ or Overpass API（飲食と同様）
#
# [治安]
# crime_index        : 犯罪認知件数（件/年）
#   収集方法          : 警視庁「区市町村の町丁別、罪種別及び手口別認知件数」
#                       https://www.keishicho.metro.tokyo.lg.jp/about_mpd/toukei_sishou/toukei/hanzaitoukei.html
#                       → 駅周辺の町丁を特定して合算
#
# safety_score       : 治安スコア（0〜100、高いほど安全）
#   収集方法          : crime_index を人口で除した犯罪率を 0〜100 に正規化
#                       safety_score = 100 - round((crime_index / population_density) * 正規化係数)
#                       ※ crime_index と population_density が揃ったら算出可能
#
# [環境]
# park_area_m2       : 周辺公園面積合計（m²、半径500m以内）
#   収集方法          : 国土数値情報「都市公園データ」
#                       https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-P13.html
#                       → GIS ツール（QGIS 等）で半径500mバッファと重ねて面積合算
#                       または Overpass API: [leisure=park] で検索
#
# noise_score        : 静かさスコア（0〜100、高いほど静か）
#   収集方法          : 推計値。乗降客数・幹線道路密度・飲食店密度から算出
#                       high_noise = (daily_passengers/350000)*40 + (restaurant_count/800)*30 + ...
#                       ※ 直接測定データは環境省の騒音マップ https://www.env.go.jp/air/seikatsu/road_traffic_noise/index.html
#
# green_ratio_pct    : 緑地率（%）
#   収集方法          : 国土数値情報「土地利用細分メッシュ」から農地・森林・公園の割合を算出
#                       または Google Earth Engine で NDVI を用いた植生率推計
#
# [仕事]
# office_count       : オフィスビル棟数（半径500m以内）
# coworking_count    : コワーキングスペース数（半径500m以内）
#   収集方法          : Google マップ or Overpass API（飲食と同様）
#                       コワーキングは「コワーキング 駅名」で検索
#
# ============================================================

station_name,lat,lng,line_count,avg_rent_1k,avg_rent_1ldk,population_density,daily_passengers,morning_congestion,izakaya_count,restaurant_count,cafe_count,convenience_store_count,ramen_count,supermarket_count,hospital_count,bookstore_count,crime_index,safety_score,park_area_m2,noise_score,green_ratio_pct,office_count,coworking_count
鴫野,34.694360,135.553200,2,,,,,,,,,,,,,,,,,,,,
東寺,34.986500,135.745440,1,,,,,,,,,,,,,,,,,,,,
上鳥羽口,34.966430,135.739740,1,,,,,,,,,,,,,,,,,,,,
竹田,34.958430,135.740660,4,,,,,,,,,,,,,,,,,,,,
桃山御陵前,34.947450,135.762440,1,,,,,,,,,,,,,,,,,,,,
向島,34.914949,135.769506,1,,,,,,,,,,,,,,,,,,,,
伊勢田,34.881871,135.778898,1,,,,,,,,,,,,,,,,,,,,
久津川,34.864895,135.774799,1,,,,,,,,,,,,,,,,,,,,
寺田,34.853255,135.772050,1,,,,,,,,,,,,,,,,,,,,
富野荘,34.840201,135.772915,1,,,,,,,,,,,,,,,,,,,,
新田辺,34.830850,135.764370,1,,,,,,,,,,,,,,,,,,,,
興戸,34.818390,135.777920,1,,,,,,,,,,,,,,,,,,,,
狛田,34.770590,135.773840,1,,,,,,,,,,,,,,,,,,,,
新祝園,34.760305,135.792706,1,,,,,,,,,,,,,,,,,,,,
木津川台,34.746742,135.796037,1,,,,,,,,,,,,,,,,,,,,
高の原,34.739440,135.777050,1,,,,,,,,,,,,,,,,,,,,
粉浜,34.621360,135.488560,1,,,,,,,,,,,,,,,,,,,,
住吉大社,34.613560,135.496110,1,,,,,,,,,,,,,,,,,,,,
住吉東,34.606920,135.493250,3,,,,,,,,,,,,,,,,,,,,
沢ノ町,34.596640,135.488860,2,,,,,,,,,,,,,,,,,,,,
我孫子前,34.587760,135.484570,3,,,,,,,,,,,,,,,,,,,,
浅香,34.577590,135.495560,2,,,,,,,,,,,,,,,,,,,,
堺,34.565440,135.466060,1,,,,,,,,,,,,,,,,,,,,
七道,34.592459,135.480721,1,,,,,,,,,,,,,,,,,,,,
湊,34.570577,135.460000,1,,,,,,,,,,,,,,,,,,,,
湊屋敷前,34.530650,135.453800,1,,,,,,,,,,,,,,,,,,,,
北野田,34.523035,135.543165,2,,,,,,,,,,,,,,,,,,,,
コスモポリス和泉,34.489320,135.472440,1,,,,,,,,,,,,,,,,,,,,
泉ケ丘,34.472450,135.480650,1,,,,,,,,,,,,,,,,,,,,
栂・美木多,34.485057,135.490355,2,,,,,,,,,,,,,,,,,,,,
光明池,34.474586,135.475334,2,,,,,,,,,,,,,,,,,,,,
和泉中央,34.461323,135.456290,2,,,,,,,,,,,,,,,,,,,,
岸和田,34.468280,135.378900,1,,,,,,,,,,,,,,,,,,,,
二色浜,34.432820,135.360780,1,,,,,,,,,,,,,,,,,,,,
鶴原,34.426694,135.338594,1,,,,,,,,,,,,,,,,,,,,
井原里,34.419598,135.330692,1,,,,,,,,,,,,,,,,,,,,
泉佐野,34.411190,135.316982,2,,,,,,,,,,,,,,,,,,,,
羽倉崎,34.399426,135.299835,1,,,,,,,,,,,,,,,,,,,,
尾崎,34.361553,135.240730,1,,,,,,,,,,,,,,,,,,,,
鳥取ノ荘,34.351319,135.231705,1,,,,,,,,,,,,,,,,,,,,
箱作,34.341431,135.212789,1,,,,,,,,,,,,,,,,,,,,
淡輪,34.331329,135.178361,1,,,,,,,,,,,,,,,,,,,,
みさき公園,34.324177,135.161204,2,,,,,,,,,,,,,,,,,,,,
多奈川,34.316683,135.137142,2,,,,,,,,,,,,,,,,,,,,
加太,34.275114,135.080825,3,,,,,,,,,,,,,,,,,,,,
和歌山市,34.230980,135.167110,2,,,,,,,,,,,,,,,,,,,,
今宮戎,34.650750,135.503370,2,,,,,,,,,,,,,,,,,,,,
萩ノ茶屋,34.634140,135.511450,2,,,,,,,,,,,,,,,,,,,,
帝塚山,34.618580,135.490930,2,,,,,,,,,,,,,,,,,,,,
浅香山,34.576330,135.490670,2,,,,,,,,,,,,,,,,,,,,
堺東,34.565710,135.497060,2,,,,,,,,,,,,,,,,,,,,
三国ヶ丘,34.559790,135.490380,2,,,,,,,,,,,,,,,,,,,,
百舌鳥八幡,34.548870,135.479200,1,,,,,,,,,,,,,,,,,,,,
中百舌鳥,34.538510,135.484940,3,,,,,,,,,,,,,,,,,,,,
白鷺,34.550172,135.513395,1,,,,,,,,,,,,,,,,,,,,
初芝,34.542415,135.526262,1,,,,,,,,,,,,,,,,,,,,
萩原天神,34.537443,135.534574,1,,,,,,,,,,,,,,,,,,,,
狭山,34.503390,135.544520,1,,,,,,,,,,,,,,,,,,,,
大阪狭山市,34.499290,135.568790,1,,,,,,,,,,,,,,,,,,,,
金剛,34.490490,135.572280,1,,,,,,,,,,,,,,,,,,,,
滝谷,34.479218,135.562284,2,,,,,,,,,,,,,,,,,,,,
千代田,34.468881,135.566379,1,,,,,,,,,,,,,,,,,,,,
河内長野,34.457210,135.572480,3,,,,,,,,,,,,,,,,,,,,
三日市町,34.436620,135.571303,2,,,,,,,,,,,,,,,,,,,,
美加の台,34.424369,135.577595,2,,,,,,,,,,,,,,,,,,,,
千早口,34.411722,135.590105,2,,,,,,,,,,,,,,,,,,,,
天見,34.397172,135.595534,2,,,,,,,,,,,,,,,,,,,,
紀見峠,34.366102,135.600135,1,,,,,,,,,,,,,,,,,,,,
林間田園都市,34.355506,135.603342,1,,,,,,,,,,,,,,,,,,,,
御幸辻,34.333760,135.611320,1,,,,,,,,,,,,,,,,,,,,
川尻,32.743765,130.679914,1,,,,,,,,,,,,,,,,,,,,
富合,32.713511,130.672750,1,,,,,,,,,,,,,,,,,,,,
宇土,32.687150,130.656730,1,,,,,,,,,,,,,,,,,,,,
松橋,32.652302,130.670542,1,,,,,,,,,,,,,,,,,,,,
小川,32.600980,130.694210,1,,,,,,,,,,,,,,,,,,,,
有佐,32.562781,130.670281,1,,,,,,,,,,,,,,,,,,,,
千丁,32.532746,130.645797,1,,,,,,,,,,,,,,,,,,,,
八代,32.504005,130.621742,3,,,,,,,,,,,,,,,,,,,,
肥後高田,32.475489,130.612681,2,,,,,,,,,,,,,,,,,,,,
瀬戸石,32.371647,130.646370,2,,,,,,,,,,,,,,,,,,,,
吉尾,32.330562,130.600125,2,,,,,,,,,,,,,,,,,,,,
海路,32.349210,130.619089,2,,,,,,,,,,,,,,,,,,,,
那智,32.365000,130.565210,2,,,,,,,,,,,,,,,,,,,,
水俣,32.212200,130.407520,2,,,,,,,,,,,,,,,,,,,,
袋,32.165290,130.374189,2,,,,,,,,,,,,,,,,,,,,
米ノ津,32.122119,130.342005,2,,,,,,,,,,,,,,,,,,,,
西出水,32.076500,130.325800,1,,,,,,,,,,,,,,,,,,,,
高尾野,32.062503,130.301803,2,,,,,,,,,,,,,,,,,,,,
野田郷,32.063193,130.267709,2,,,,,,,,,,,,,,,,,,,,
折口,32.061087,130.217473,2,,,,,,,,,,,,,,,,,,,,
阿久根,32.022980,130.196378,2,,,,,,,,,,,,,,,,,,,,
牛ノ浜,31.974198,130.206896,2,,,,,,,,,,,,,,,,,,,,
薩摩大川,31.949480,130.219090,2,,,,,,,,,,,,,,,,,,,,
西方,31.916224,130.223741,2,,,,,,,,,,,,,,,,,,,,
薩摩高城,31.892657,130.220511,2,,,,,,,,,,,,,,,,,,,,
上川内,31.847590,130.294900,2,,,,,,,,,,,,,,,,,,,,
木場茶屋,31.773780,130.311640,1,,,,,,,,,,,,,,,,,,,,
串木野,31.730730,130.290590,1,,,,,,,,,,,,,,,,,,,,
市来,31.689371,130.303311,1,,,,,,,,,,,,,,,,,,,,
湯之元,31.673877,130.336712,1,,,,,,,,,,,,,,,,,,,,
東市来,31.659010,130.333880,1,,,,,,,,,,,,,,,,,,,,
伊集院,31.630086,130.396478,1,,,,,,,,,,,,,,,,,,,,
薩摩松元,31.617980,130.447360,1,,,,,,,,,,,,,,,,,,,,
上伊集院,31.604970,130.471510,1,,,,,,,,,,,,,,,,,,,,
広木,31.576666,130.504516,1,,,,,,,,,,,,,,,,,,,,
鹿児島中央駅前,31.589180,130.539640,1,,,,,,,,,,,,,,,,,,,,
都通,31.596530,130.550790,1,,,,,,,,,,,,,,,,,,,,
朝日通,31.597150,130.556260,1,,,,,,,,,,,,,,,,,,,,
市役所前,31.600130,130.555790,4,,,,,,,,,,,,,,,,,,,,
天文館通,31.590080,130.558080,1,,,,,,,,,,,,,,,,,,,,
高見馬場,31.580720,130.560090,1,,,,,,,,,,,,,,,,,,,,
武之橋,31.573120,130.556280,1,,,,,,,,,,,,,,,,,,,,
二中通,31.563420,130.558040,1,,,,,,,,,,,,,,,,,,,,
鴨池,31.555880,130.561230,1,,,,,,,,,,,,,,,,,,,,
騎射場,31.547330,130.557830,1,,,,,,,,,,,,,,,,,,,,
郡元（南国分病院前）,31.539980,130.557470,1,,,,,,,,,,,,,,,,,,,,
工学部前,31.533860,130.558110,1,,,,,,,,,,,,,,,,,,,,
谷山,31.526879,130.518496,2,,,,,,,,,,,,,,,,,,,,
南鹿児島,31.567380,130.546710,1,,,,,,,,,,,,,,,,,,,,
慈眼寺,31.517241,130.506149,1,,,,,,,,,,,,,,,,,,,,
坂之上,31.500050,130.507610,1,,,,,,,,,,,,,,,,,,,,
五位野,31.475192,130.504072,1,,,,,,,,,,,,,,,,,,,,
平川,31.450015,130.513719,1,,,,,,,,,,,,,,,,,,,,
瀬々串,31.421801,130.522834,1,,,,,,,,,,,,,,,,,,,,
中名,31.393738,130.535036,1,,,,,,,,,,,,,,,,,,,,
喜入,31.371339,130.538913,1,,,,,,,,,,,,,,,,,,,,
前之浜,31.361790,130.560440,1,,,,,,,,,,,,,,,,,,,,
生見,31.307193,130.577843,1,,,,,,,,,,,,,,,,,,,,
薩摩今和泉,31.290689,130.599119,1,,,,,,,,,,,,,,,,,,,,
宮ヶ浜,31.277106,130.619910,1,,,,,,,,,,,,,,,,,,,,
西大山,31.190301,130.576458,1,,,,,,,,,,,,,,,,,,,,
山川,31.211361,130.629791,1,,,,,,,,,,,,,,,,,,,,
指宿,31.252300,130.636820,1,,,,,,,,,,,,,,,,,,,,
武雄温泉,33.196479,130.023066,1,,,,,,,,,,,,,,,,,,,,
高橋,33.207889,130.041807,1,,,,,,,,,,,,,,,,,,,,
永尾,33.193193,129.980631,1,,,,,,,,,,,,,,,,,,,,
三間坂,33.194725,129.947693,1,,,,,,,,,,,,,,,,,,,,
上有田,33.190280,129.905377,1,,,,,,,,,,,,,,,,,,,,
有田,33.196250,129.885920,2,,,,,,,,,,,,,,,,,,,,
三河内,33.150469,129.829434,1,,,,,,,,,,,,,,,,,,,,
早岐,33.133701,129.799291,2,,,,,,,,,,,,,,,,,,,,
大塔,33.148978,129.782044,1,,,,,,,,,,,,,,,,,,,,
日宇,33.157268,129.758008,1,,,,,,,,,,,,,,,,,,,,
佐世保,33.173800,129.718190,3,,,,,,,,,,,,,,,,,,,,
名島,33.642789,130.432180,1,,,,,,,,,,,,,,,,,,,,
西鉄千早,33.649431,130.440256,1,,,,,,,,,,,,,,,,,,,,
香椎宮前,33.654571,130.442486,1,,,,,,,,,,,,,,,,,,,,
西鉄香椎,33.659494,130.441731,1,,,,,,,,,,,,,,,,,,,,
和白,33.688524,130.429979,1,,,,,,,,,,,,,,,,,,,,
唐の原,33.680269,130.434552,1,,,,,,,,,,,,,,,,,,,,
三苫,33.702197,130.422560,1,,,,,,,,,,,,,,,,,,,,
西鉄新宮,33.714128,130.436913,1,,,,,,,,,,,,,,,,,,,,
北熊本,32.819420,130.705640,1,,,,,,,,,,,,,,,,,,,,
亀井,32.837468,130.722217,1,,,,,,,,,,,,,,,,,,,,
黒髪町,32.818350,130.717232,1,,,,,,,,,,,,,,,,,,,,
米沢,37.922680,140.115090,3,,,,,,,,,,,,,,,,,,,,
高畠,37.992415,140.153131,2,,,,,,,,,,,,,,,,,,,,
赤湯,38.047377,140.148976,3,,,,,,,,,,,,,,,,,,,,
かみのやま温泉,38.152099,140.278530,2,,,,,,,,,,,,,,,,,,,,
山形,38.256450,140.340110,4,,,,,,,,,,,,,,,,,,,,
蔵王,38.205957,140.303623,2,,,,,,,,,,,,,,,,,,,,
天童,38.364350,140.376630,2,,,,,,,,,,,,,,,,,,,,
天童南,38.343470,140.376970,2,,,,,,,,,,,,,,,,,,,,
さくらんぼ東根,38.428700,140.388190,2,,,,,,,,,,,,,,,,,,,,
村山,38.488310,140.384720,2,,,,,,,,,,,,,,,,,,,,
袖崎,38.548874,140.391589,2,,,,,,,,,,,,,,,,,,,,
大石田,38.593780,140.376000,2,,,,,,,,,,,,,,,,,,,,
北大石田,38.629988,140.371140,1,,,,,,,,,,,,,,,,,,,,
芦沢,38.655788,140.361111,2,,,,,,,,,,,,,,,,,,,,
新庄,38.762020,140.302770,5,,,,,,,,,,,,,,,,,,,,
雫石,39.689271,140.974446,1,,,,,,,,,,,,,,,,,,,,
田沢湖,39.700286,140.722379,1,,,,,,,,,,,,,,,,,,,,
角館,39.593040,140.563140,2,,,,,,,,,,,,,,,,,,,,
大曲,39.467160,140.473840,2,,,,,,,,,,,,,,,,,,,,
秋田,39.716883,140.129666,4,,,,,,,,,,,,,,,,,,,,
土崎,39.758506,140.073744,1,,,,,,,,,,,,,,,,,,,,
上飯島,39.777300,140.084270,1,,,,,,,,,,,,,,,,,,,,
追分,39.809888,140.057898,2,,,,,,,,,,,,,,,,,,,,
羽後飯塚,39.899392,140.073294,1,,,,,,,,,,,,,,,,,,,,
八郎潟,39.947498,140.078383,1,,,,,,,,,,,,,,,,,,,,
鯉川,39.996229,140.077478,1,,,,,,,,,,,,,,,,,,,,
鹿渡,40.044375,140.082637,1,,,,,,,,,,,,,,,,,,,,
森岳,40.103541,140.071019,1,,,,,,,,,,,,,,,,,,,,
北金岡,40.141467,140.063640,1,,,,,,,,,,,,,,,,,,,,
東能代,40.191552,140.065744,2,,,,,,,,,,,,,,,,,,,,
能代,40.206966,140.033020,2,,,,,,,,,,,,,,,,,,,,
二ツ井,40.212918,140.236290,1,,,,,,,,,,,,,,,,,,,,
大館,40.272120,140.554990,2,,,,,,,,,,,,,,,,,,,,
碇ヶ関,40.479377,140.622318,1,,,,,,,,,,,,,,,,,,,,
大鰐温泉,40.526270,140.565090,1,,,,,,,,,,,,,,,,,,,,
弘前,40.599551,140.485209,3,,,,,,,,,,,,,,,,,,,,
川部,40.646998,140.521533,2,,,,,,,,,,,,,,,,,,,,
北常盤,40.670429,140.543681,1,,,,,,,,,,,,,,,,,,,,
浪岡,40.705310,140.582740,1,,,,,,,,,,,,,,,,,,,,
大釈迦,40.756701,140.587685,1,,,,,,,,,,,,,,,,,,,,
鶴ヶ坂,40.791472,140.634916,1,,,,,,,,,,,,,,,,,,,,
津軽新城,40.828051,140.672059,2,,,,,,,,,,,,,,,,,,,,
青森,40.822340,140.743630,4,,,,,,,,,,,,,,,,,,,,
いわき,37.047680,140.888280,3,,,,,,,,,,,,,,,,,,,,
草野,37.073984,140.947522,2,,,,,,,,,,,,,,,,,,,,
四ツ倉,37.102670,140.981251,1,,,,,,,,,,,,,,,,,,,,
久ノ浜,37.142363,140.995772,1,,,,,,,,,,,,,,,,,,,,
末続,37.172446,140.995418,1,,,,,,,,,,,,,,,,,,,,
広野,37.212075,140.999258,2,,,,,,,,,,,,,,,,,,,,
木戸,37.257915,141.002533,1,,,,,,,,,,,,,,,,,,,,
竜田,37.282450,141.002648,1,,,,,,,,,,,,,,,,,,,,
富岡,37.335186,141.022623,1,,,,,,,,,,,,,,,,,,,,
夜ノ森,37.365966,140.992072,1,,,,,,,,,,,,,,,,,,,,
大野,37.409225,140.984165,1,,,,,,,,,,,,,,,,,,,,
双葉,37.453801,141.005742,1,,,,,,,,,,,,,,,,,,,,
浪江,37.492036,140.989970,1,,,,,,,,,,,,,,,,,,,,
桃内,37.528803,140.984620,1,,,,,,,,,,,,,,,,,,,,
小高,37.562896,140.996175,1,,,,,,,,,,,,,,,,,,,,
磐城太田,37.604834,140.991836,1,,,,,,,,,,,,,,,,,,,,
原ノ町,37.636340,140.972730,1,,,,,,,,,,,,,,,,,,,,
鹿島,37.702502,140.970206,1,,,,,,,,,,,,,,,,,,,,
日立木,37.756056,140.934889,1,,,,,,,,,,,,,,,,,,,,
相馬,37.797020,140.915870,1,,,,,,,,,,,,,,,,,,,,
駒ヶ嶺,37.832600,140.907180,1,,,,,,,,,,,,,,,,,,,,
新地,37.879445,140.925563,1,,,,,,,,,,,,,,,,,,,,
坂元,37.919060,140.903010,1,,,,,,,,,,,,,,,,,,,,
浜吉田,37.990680,140.873100,1,,,,,,,,,,,,,,,,,,,,
亘理,38.030760,140.864500,1,,,,,,,,,,,,,,,,,,,,
逢隈,38.060960,140.873460,2,,,,,,,,,,,,,,,,,,,,
喜久田,37.451785,140.341983,1,,,,,,,,,,,,,,,,,,,,
磐梯熱海,37.480749,140.270822,1,,,,,,,,,,,,,,,,,,,,
猪苗代,37.545180,140.114400,1,,,,,,,,,,,,,,,,,,,,
翁島,37.557310,140.054150,1,,,,,,,,,,,,,,,,,,,,
磐梯町,37.557654,139.993580,1,,,,,,,,,,,,,,,,,,,,
会津若松,37.494080,139.925710,2,,,,,,,,,,,,,,,,,,,,
会津坂下,37.556910,139.821008,2,,,,,,,,,,,,,,,,,,,,
野沢,37.608640,139.626090,1,,,,,,,,,,,,,,,,,,,,
津川,37.728880,139.427940,1,,,,,,,,,,,,,,,,,,,,
五泉,37.741230,139.186150,1,,,,,,,,,,,,,,,,,,,,
新津,37.918850,139.116660,2,,,,,,,,,,,,,,,,,,,,
青山,37.901810,139.009430,2,,,,,,,,,,,,,,,,,,,,
小針,37.890120,138.992140,2,,,,,,,,,,,,,,,,,,,,
寺尾,37.882760,138.978310,2,,,,,,,,,,,,,,,,,,,,
内野,37.873210,138.959670,2,,,,,,,,,,,,,,,,,,,,
新潟大学前,37.868490,138.941150,1,,,,,,,,,,,,,,,,,,,,
内野西が丘,37.864640,138.927120,1,,,,,,,,,,,,,,,,,,,,
越後曽根,37.827870,138.889360,2,,,,,,,,,,,,,,,,,,,,
越後赤塚,37.801720,138.878930,1,,,,,,,,,,,,,,,,,,,,
吉田,37.720200,138.843880,3,,,,,,,,,,,,,,,,,,,,
分水,37.680290,138.869200,1,,,,,,,,,,,,,,,,,,,,
寺泊,37.642790,138.792490,1,,,,,,,,,,,,,,,,,,,,
出雲崎,37.564820,138.771020,1,,,,,,,,,,,,,,,,,,,,
石地,37.484104,138.688286,1,,,,,,,,,,,,,,,,,,,,
小木ノ城,37.519420,138.729960,1,,,,,,,,,,,,,,,,,,,,
出雲崎駅,37.564820,138.771020,1,,,,,,,,,,,,,,,,,,,,
川島,36.295957,139.915823,2,,,,,,,,,,,,,,,,,,,,
玉戸,36.298675,139.939087,1,,,,,,,,,,,,,,,,,,,,
下館,36.296880,139.981340,4,,,,,,,,,,,,,,,,,,,,
新治,36.328295,140.039692,1,,,,,,,,,,,,,,,,,,,,
岩瀬,36.359597,140.108297,1,,,,,,,,,,,,,,,,,,,,
羽黒,36.355239,140.143416,1,,,,,,,,,,,,,,,,,,,,
福原,36.351490,140.187195,1,,,,,,,,,,,,,,,,,,,,
稲田,36.368623,140.214532,1,,,,,,,,,,,,,,,,,,,,
笠間,36.373310,140.246044,1,,,,,,,,,,,,,,,,,,,,
宍戸,36.344707,140.288646,1,,,,,,,,,,,,,,,,,,,,
友部,36.350798,140.306289,3,,,,,,,,,,,,,,,,,,,,
北松戸,35.809720,139.905580,1,,,,,,,,,,,,,,,,,,,,
馬橋,35.819320,139.907480,2,,,,,,,,,,,,,,,,,,,,
北小金,35.836800,139.934140,1,,,,,,,,,,,,,,,,,,,,
南柏,35.839710,139.966780,1,,,,,,,,,,,,,,,,,,,,
北柏,35.889930,139.978700,1,,,,,,,,,,,,,,,,,,,,
龍ヶ崎市,35.977930,140.171480,1,,,,,,,,,,,,,,,,,,,,
神立,36.120317,140.248477,1,,,,,,,,,,,,,,,,,,,,
高浜,36.163810,140.294661,2,,,,,,,,,,,,,,,,,,,,
石岡,36.189320,140.290230,1,,,,,,,,,,,,,,,,,,,,
羽鳥,36.247294,140.286788,1,,,,,,,,,,,,,,,,,,,,
岩間,36.295288,140.276454,1,,,,,,,,,,,,,,,,,,,,
内原,36.370404,140.353315,2,,,,,,,,,,,,,,,,,,,,
赤塚,36.381937,140.415249,2,,,,,,,,,,,,,,,,,,,,
偕楽園,36.380430,140.475640,2,,,,,,,,,,,,,,,,,,,,
水戸,36.370640,140.473530,4,,,,,,,,,,,,,,,,,,,,
勝田,36.389340,140.533660,2,,,,,,,,,,,,,,,,,,,,
佐和,36.429835,140.540302,1,,,,,,,,,,,,,,,,,,,,
東海,36.468800,140.566600,1,,,,,,,,,,,,,,,,,,,,
大甕,36.513040,140.619592,1,,,,,,,,,,,,,,,,,,,,
常陸多賀,36.556180,140.618320,1,,,,,,,,,,,,,,,,,,,,
日立,36.598930,140.651490,1,,,,,,,,,,,,,,,,,,,,
小木津,36.641990,140.695280,1,,,,,,,,,,,,,,,,,,,,
十王,36.671381,140.685988,1,,,,,,,,,,,,,,,,,,,,
高萩,36.718830,140.718480,1,,,,,,,,,,,,,,,,,,,,
磯原,36.795190,140.748810,1,,,,,,,,,,,,,,,,,,,,
大津港,36.846793,140.778078,1,,,,,,,,,,,,,,,,,,,,
勿来,36.883990,140.786850,1,,,,,,,,,,,,,,,,,,,,
泉,36.968720,140.853970,2,,,,,,,,,,,,,,,,,,,,
湯本,37.006499,140.849976,1,,,,,,,,,,,,,,,,,,,,
内郷,37.035715,140.854797,1,,,,,,,,,,,,,,,,,,,,
鶴田,36.538201,139.858651,1,,,,,,,,,,,,,,,,,,,,
石那田,36.588180,139.829000,1,,,,,,,,,,,,,,,,,,,,
宝積寺,36.631491,139.979591,2,,,,,,,,,,,,,,,,,,,,
下野花岡,36.649959,140.008567,2,,,,,,,,,,,,,,,,,,,,
仁井田,36.657213,140.029858,2,,,,,,,,,,,,,,,,,,,,
鷲宿,36.750450,139.733990,1,,,,,,,,,,,,,,,,,,,,
今市,36.726650,139.688400,1,,,,,,,,,,,,,,,,,,,,
西取手,35.901140,140.043540,2,,,,,,,,,,,,,,,,,,,,
寺原,35.888760,140.033820,2,,,,,,,,,,,,,,,,,,,,
新取手,35.917463,140.042819,2,,,,,,,,,,,,,,,,,,,,
ゆめみ野,35.921055,140.035217,2,,,,,,,,,,,,,,,,,,,,
稲戸井,35.926384,140.022457,2,,,,,,,,,,,,,,,,,,,,
戸頭,35.929333,140.014095,2,,,,,,,,,,,,,,,,,,,,
南守谷,35.934284,140.002479,2,,,,,,,,,,,,,,,,,,,,
新守谷,35.966514,139.985651,2,,,,,,,,,,,,,,,,,,,,
小絹,35.981199,139.983217,2,,,,,,,,,,,,,,,,,,,,
水海道,36.008310,139.972660,2,,,,,,,,,,,,,,,,,,,,
三妻,36.073566,139.983024,2,,,,,,,,,,,,,,,,,,,,
南石下,36.102390,139.973862,2,,,,,,,,,,,,,,,,,,,,
石下,36.117224,139.974253,2,,,,,,,,,,,,,,,,,,,,
玉村,36.135665,139.969861,2,,,,,,,,,,,,,,,,,,,,
宗道,36.154105,139.970522,2,,,,,,,,,,,,,,,,,,,,
三妻南口,36.047490,140.003400,1,,,,,,,,,,,,,,,,,,,,
