station_name,lat,lng,line_count,avg_rent_1k,avg_rent_1ldk,population_density,daily_passengers,morning_congestion,izakaya_count,restaurant_count,cafe_count,convenience_store_count,ramen_count,supermarket_count,hospital_count,bookstore_count,crime_index,safety_score,park_area_m2,noise_score,green_ratio_pct,office_count,coworking_count
布忍,34.57713,135.5309,1,10.5,17.7,16800.0,9400.0,82.0,26.0,102.0,1.0,7.0,8.0,2.0,8.0,0.0,230.0,71.0,14500.0,89.0,11.0,64.0,2.0
高見ノ里,34.575227,135.546314,1,10.5,18.4,16500.0,9400.0,56.0,16.0,104.0,1.0,7.0,8.0,2.0,8.0,0.0,210.0,75.0,27100.0,90.0,10.6,58.0,1.0
河内松原,34.56532,135.55362,1,10.5,17.0,16700.0,9400.0,76.0,21.0,99.0,2.0,7.0,8.0,2.0,7.0,0.0,200.0,79.0,24000.0,88.0,9.2,56.0,1.0
恵我ノ荘,34.56875,135.57185,1,10.3,16.9,15800.0,14000.0,57.0,18.0,88.0,3.0,7.0,6.0,2.0,8.0,0.0,210.0,76.0,15100.0,87.0,12.7,60.0,2.0
高鷲,34.56106,135.58954,1,10.3,18.0,15800.0,4200.0,68.0,20.0,97.0,1.0,7.0,5.0,1.0,8.0,0.0,210.0,73.0,17900.0,86.0,12.3,60.0,3.0
藤井寺,34.5569,135.60061,1,9.8,16.7,16400.0,11000.0,82.0,23.0,89.0,1.0,7.0,5.0,2.0,8.0,0.0,200.0,77.0,20100.0,87.0,11.7,52.0,2.0
土師ノ里,34.55405,135.61279,1,9.7,16.5,15400.0,10000.0,54.0,25.0,95.0,1.0,7.0,5.0,2.0,8.0,0.0,180.0,79.0,7800.0,92.0,10.4,53.0,2.0
道明寺,34.54935,135.62329,2,10.3,16.9,16100.0,48000.0,80.0,29.0,111.0,5.0,7.0,7.0,3.0,8.0,1.0,200.0,77.0,10600.0,82.0,10.5,50.0,1.0
古市,34.554199,135.60917,4,11.0,18.7,16100.0,125000.0,66.0,41.0,167.0,12.0,11.0,7.0,2.0,7.0,4.0,250.0,76.0,9200.0,75.0,10.5,59.0,1.0
駒ヶ谷,34.545573,135.622166,1,9.6,16.9,15600.0,4100.0,51.0,25.0,98.0,2.0,7.0,6.0,2.0,7.0,0.0,220.0,77.0,7000.0,91.0,12.8,39.0,1.0
上ノ太子,34.532967,135.637798,1,10.1,16.7,15400.0,7600.0,77.0,15.0,81.0,2.0,7.0,7.0,2.0,7.0,0.0,210.0,73.0,16400.0,88.0,11.8,43.0,2.0
二上神社口,34.531861,135.69434,1,9.3,16.1,14600.0,13000.0,61.0,15.0,79.0,2.0,6.0,4.0,1.0,7.0,0.0,180.0,79.0,7200.0,86.0,14.6,34.0,2.0
当麻寺,34.516204,135.705974,1,9.0,15.2,14500.0,7700.0,61.0,19.0,82.0,2.0,6.0,7.0,2.0,7.0,0.0,200.0,79.0,13900.0,91.0,17.5,21.0,0.0
磐城,34.511369,135.710818,1,9.2,16.3,14300.0,7800.0,65.0,11.0,64.0,1.0,7.0,2.0,1.0,6.0,0.0,160.0,78.0,6400.0,92.0,14.1,13.0,0.0
尺土,34.508561,135.720921,1,9.4,15.9,14600.0,12000.0,73.0,15.0,78.0,2.0,7.0,3.0,1.0,7.0,0.0,190.0,80.0,7000.0,90.0,15.3,11.0,0.0
高田市,34.506805,135.742724,1,8.7,14.7,14600.0,11000.0,61.0,17.0,73.0,3.0,7.0,4.0,1.0,6.0,0.0,190.0,77.0,22400.0,90.0,18.8,5.0,0.0
浮孔,34.498176,135.754572,1,9.1,14.8,13700.0,13000.0,65.0,16.0,68.0,1.0,7.0,5.0,2.0,7.0,0.0,170.0,82.0,8100.0,89.0,15.9,14.0,0.0
坊城,34.493461,135.765141,1,8.4,14.6,14400.0,12000.0,63.0,11.0,73.0,2.0,6.0,2.0,2.0,6.0,0.0,190.0,82.0,19900.0,86.0,19.1,11.0,0.0
橿原神宮西口,34.50143,135.79517,1,8.7,14.7,14200.0,9800.0,70.0,17.0,68.0,1.0,7.0,6.0,1.0,6.0,0.0,160.0,78.0,22500.0,86.0,19.2,12.0,0.0
橿原神宮前,34.49038,135.79946,3,8.7,15.3,13300.0,87000.0,88.0,25.0,104.0,9.0,8.0,7.0,3.0,7.0,2.0,170.0,77.0,18300.0,84.0,16.9,13.0,0.0
吉野口,34.420682,135.750514,3,9.1,14.7,13200.0,93000.0,86.0,17.0,99.0,10.0,9.0,7.0,2.0,6.0,3.0,160.0,80.0,15500.0,84.0,20.4,14.0,0.0
大阿太,34.3883,135.766407,1,7.6,13.6,13100.0,6300.0,62.0,9.0,41.0,3.0,5.0,1.0,2.0,7.0,0.0,140.0,83.0,6600.0,87.0,17.9,8.0,0.0
下市口,34.383986,135.786996,2,7.8,12.8,13100.0,32000.0,52.0,11.0,68.0,5.0,7.0,4.0,3.0,7.0,1.0,160.0,77.0,19700.0,85.0,19.2,4.0,0.0
六田,34.390132,135.823146,1,7.3,13.1,12700.0,9400.0,70.0,7.0,39.0,2.0,6.0,1.0,1.0,6.0,0.0,150.0,82.0,4400.0,89.0,18.7,8.0,0.0
大和上市,34.395594,135.845532,2,7.5,13.5,12100.0,33000.0,65.0,20.0,73.0,4.0,6.0,6.0,3.0,6.0,1.0,170.0,78.0,2400.0,86.0,20.1,11.0,0.0
吉野神宮,34.390542,135.848045,2,7.9,12.9,12000.0,27000.0,70.0,18.0,68.0,4.0,6.0,4.0,2.0,5.0,1.0,160.0,78.0,7500.0,86.0,19.5,14.0,0.0
吉野,34.37767,135.86249,2,7.6,13.5,12400.0,40000.0,79.0,10.0,61.0,4.0,7.0,3.0,3.0,6.0,1.0,150.0,82.0,20600.0,84.0,24.4,10.0,0.0
大津京,35.02655,135.85477,1,7.2,11.9,12000.0,12000.0,61.0,10.0,46.0,2.0,5.0,4.0,2.0,5.0,0.0,150.0,80.0,4200.0,91.0,24.6,8.0,0.0
唐崎,35.04805,135.88468,2,7.3,12.7,12300.0,33000.0,58.0,11.0,53.0,5.0,6.0,2.0,3.0,5.0,1.0,160.0,78.0,6000.0,91.0,21.4,10.0,0.0
比叡山坂本・びわ湖浜大津,35.05953,135.8613,1,7.1,12.2,12200.0,8900.0,79.0,5.0,27.0,3.0,6.0,2.0,1.0,5.0,0.0,150.0,83.0,8100.0,88.0,23.4,9.0,0.0
おごと温泉,35.09872,135.8768,1,6.9,11.4,11200.0,4300.0,79.0,6.0,31.0,1.0,4.0,2.0,2.0,6.0,0.0,120.0,84.0,11400.0,94.0,26.0,0.0,0.0
堅田,35.128,135.921,1,6.1,10.8,10700.0,3800.0,84.0,2.0,18.0,2.0,5.0,1.0,1.0,5.0,0.0,100.0,83.0,15500.0,90.0,24.1,0.0,0.0
和邇,35.162102,135.922064,1,5.7,9.7,10000.0,4300.0,84.0,2.0,15.0,1.0,4.0,0.0,2.0,5.0,0.0,90.0,86.0,4800.0,94.0,27.2,4.0,0.0
蓬莱,35.182359,135.914977,1,6.0,10.1,9900.0,2800.0,80.0,6.0,28.0,1.0,5.0,1.0,2.0,4.0,0.0,100.0,85.0,4500.0,91.0,27.5,0.0,0.0
志賀,35.201798,135.924637,1,5.7,9.4,10500.0,8400.0,85.0,4.0,28.0,3.0,4.0,1.0,2.0,6.0,0.0,100.0,82.0,2100.0,92.0,30.5,12.0,0.0
比良,35.21987,135.944218,1,5.2,8.4,9400.0,11000.0,59.0,6.0,25.0,3.0,5.0,1.0,2.0,5.0,0.0,110.0,87.0,8200.0,90.0,32.6,0.0,0.0
近江舞子,35.235822,135.95903,2,5.4,9.3,9900.0,32000.0,90.0,9.0,43.0,5.0,5.0,3.0,2.0,5.0,1.0,100.0,82.0,10100.0,89.0,27.6,11.0,0.0
北小松,35.253738,135.970582,2,4.8,7.8,9500.0,26000.0,67.0,8.0,54.0,6.0,6.0,2.0,3.0,4.0,1.0,110.0,81.0,13200.0,85.0,31.4,4.0,0.0
近江高島,35.29264,136.010307,2,4.5,7.8,8800.0,42000.0,68.0,13.0,55.0,5.0,6.0,4.0,2.0,5.0,1.0,110.0,84.0,7000.0,90.0,35.3,6.0,0.0
安曇川,35.328438,136.019975,2,4.6,7.7,8200.0,24000.0,62.0,8.0,50.0,3.0,5.0,4.0,2.0,4.0,1.0,90.0,89.0,3700.0,86.0,35.6,12.0,0.0
新旭,35.355295,136.035532,2,4.2,7.3,7700.0,24000.0,52.0,12.0,45.0,4.0,5.0,2.0,2.0,5.0,1.0,80.0,83.0,18200.0,92.0,37.2,9.0,0.0
近江今津,35.398513,136.032386,1,3.2,5.7,7100.0,3600.0,73.0,7.0,26.0,2.0,4.0,1.0,1.0,3.0,0.0,90.0,87.0,8700.0,91.0,37.7,10.0,0.0
近江中庄,35.441369,136.038547,2,3.4,5.6,6800.0,30000.0,61.0,10.0,58.0,4.0,4.0,4.0,2.0,3.0,1.0,100.0,85.0,6500.0,88.0,37.8,11.0,0.0
マキノ,35.461374,136.059801,2,3.2,5.7,7100.0,30000.0,53.0,6.0,40.0,6.0,4.0,1.0,2.0,4.0,1.0,90.0,90.0,9800.0,86.0,39.6,11.0,0.0
永原,35.499003,136.122668,2,3.6,5.8,7400.0,28000.0,53.0,12.0,50.0,4.0,5.0,3.0,2.0,4.0,1.0,110.0,84.0,900.0,88.0,35.6,14.0,0.0
近江塩津,35.539119,136.151485,3,3.5,5.7,7500.0,57000.0,74.0,17.0,73.0,9.0,5.0,5.0,3.0,5.0,2.0,110.0,82.0,16900.0,84.0,37.9,15.0,0.0
手原,35.02731,135.999322,1,6.2,10.8,11300.0,9900.0,66.0,8.0,34.0,3.0,5.0,1.0,1.0,5.0,0.0,140.0,80.0,15700.0,92.0,25.7,0.0,0.0
石部,35.017648,136.052946,1,5.5,8.9,10000.0,4700.0,81.0,6.0,28.0,3.0,5.0,2.0,1.0,5.0,0.0,130.0,88.0,15100.0,93.0,28.4,10.0,0.0
三雲,34.983177,136.117841,1,5.2,9.3,9800.0,9700.0,84.0,4.0,25.0,2.0,4.0,2.0,1.0,5.0,0.0,90.0,88.0,10800.0,91.0,30.7,0.0,0.0
甲西,34.92087,136.08452,1,6.0,10.1,10000.0,7400.0,50.0,4.0,28.0,2.0,4.0,1.0,1.0,6.0,0.0,120.0,86.0,8700.0,90.0,26.5,2.0,0.0
貴生川,34.952266,136.153886,3,5.9,10.3,9500.0,94000.0,53.0,18.0,71.0,10.0,7.0,4.0,3.0,5.0,3.0,120.0,84.0,14000.0,79.0,32.6,12.0,0.0
油日,34.88235,136.13695,1,5.5,9.0,9900.0,10000.0,86.0,6.0,33.0,2.0,5.0,1.0,1.0,4.0,0.0,130.0,86.0,19600.0,93.0,27.2,5.0,0.0
甲賀,34.901345,136.212685,1,5.1,8.3,9100.0,10000.0,60.0,5.0,22.0,3.0,4.0,1.0,2.0,5.0,0.0,100.0,87.0,3700.0,92.0,30.9,5.0,0.0
寺庄,34.919025,136.18587,1,4.9,7.9,9100.0,12000.0,75.0,4.0,24.0,1.0,5.0,1.0,2.0,4.0,0.0,90.0,82.0,11800.0,88.0,32.5,8.0,0.0
甲南,34.931163,136.169387,1,4.8,8.3,9400.0,7600.0,55.0,3.0,18.0,3.0,5.0,1.0,1.0,4.0,0.0,90.0,89.0,800.0,89.0,27.6,0.0,0.0
蒲生野,34.85173,136.06218,1,6.5,11.7,11400.0,9000.0,70.0,6.0,25.0,3.0,6.0,1.0,1.0,5.0,0.0,120.0,85.0,19500.0,92.0,23.8,11.0,0.0
市場,34.8237,136.04252,3,7.0,11.6,11400.0,67000.0,90.0,17.0,72.0,7.0,7.0,4.0,3.0,6.0,2.0,130.0,82.0,12900.0,84.0,23.0,18.0,1.0
柘植,34.846881,136.255775,2,4.5,7.9,9000.0,21000.0,67.0,7.0,43.0,3.0,4.0,2.0,3.0,4.0,1.0,110.0,88.0,10100.0,89.0,32.3,17.0,1.0
ドーム前千代崎,34.66623,135.47917,1,11.3,19.6,17500.0,11000.0,87.0,20.0,114.0,1.0,8.0,8.0,2.0,8.0,0.0,220.0,77.0,27400.0,90.0,8.9,88.0,3.0
西長堀,34.67182,135.49171,1,11.3,18.9,18000.0,14000.0,71.0,30.0,126.0,3.0,7.0,8.0,1.0,9.0,0.0,220.0,69.0,27100.0,89.0,7.2,93.0,4.0
西大橋,34.67203,135.49927,1,11.4,18.6,17700.0,8600.0,50.0,25.0,109.0,3.0,8.0,5.0,1.0,8.0,0.0,240.0,72.0,19000.0,88.0,7.1,101.0,3.0
松屋町,34.67411,135.51735,1,11.7,19.2,17100.0,6500.0,83.0,25.0,118.0,2.0,6.0,8.0,2.0,7.0,0.0,240.0,77.0,24400.0,87.0,8.1,95.0,4.0
大阪ビジネスパーク,34.68628,135.53527,1,11.3,19.5,17600.0,10000.0,50.0,25.0,115.0,1.0,8.0,5.0,2.0,8.0,0.0,240.0,77.0,18200.0,85.0,8.9,90.0,3.0
蒲生四丁目,34.69629,135.54639,2,11.9,19.1,17100.0,51000.0,81.0,36.0,144.0,5.0,9.0,11.0,2.0,7.0,1.0,240.0,75.0,14300.0,87.0,4.6,99.0,3.0
今福鶴見,34.70305,135.55943,1,11.3,18.2,17600.0,13000.0,80.0,21.0,113.0,3.0,7.0,4.0,2.0,9.0,0.0,250.0,76.0,16400.0,87.0,9.6,89.0,2.0
横堤,34.70081,135.57427,1,11.1,19.1,17000.0,10000.0,60.0,24.0,116.0,3.0,8.0,6.0,1.0,7.0,0.0,240.0,73.0,22700.0,88.0,6.4,87.0,2.0
鶴見緑地,34.69508,135.58518,1,11.0,19.1,17100.0,14000.0,89.0,15.0,100.0,2.0,7.0,5.0,2.0,8.0,0.0,220.0,77.0,9500.0,86.0,6.1,82.0,2.0
門真南,34.717075,135.593111,1,10.8,18.6,16500.0,10000.0,80.0,25.0,109.0,2.0,7.0,8.0,2.0,7.0,0.0,230.0,72.0,15000.0,89.0,7.2,79.0,2.0
井高野,34.760002,135.547261,1,11.5,19.6,17500.0,13000.0,74.0,23.0,116.0,2.0,7.0,7.0,2.0,8.0,0.0,220.0,74.0,21900.0,85.0,7.6,75.0,3.0
瑞光四丁目,34.75221,135.544553,1,11.3,19.8,17400.0,14000.0,60.0,26.0,109.0,3.0,7.0,5.0,1.0,7.0,0.0,220.0,71.0,11500.0,90.0,9.8,87.0,2.0
だいどう豊里,34.74831,135.52481,1,11.1,18.9,17400.0,4400.0,84.0,20.0,117.0,2.0,7.0,4.0,1.0,8.0,0.0,230.0,76.0,11400.0,92.0,7.1,82.0,3.0
新森古市,34.7346,135.54769,1,11.1,19.3,17700.0,13000.0,52.0,17.0,108.0,2.0,7.0,5.0,1.0,8.0,0.0,230.0,75.0,12300.0,85.0,9.8,90.0,3.0
関目成育,34.72695,135.54307,1,11.6,20.4,17000.0,8000.0,69.0,25.0,116.0,2.0,6.0,9.0,1.0,7.0,0.0,220.0,77.0,28400.0,91.0,7.6,93.0,4.0
三国,34.737565,135.48298,2,11.6,20.3,17300.0,37000.0,74.0,34.0,136.0,4.0,8.0,11.0,3.0,8.0,1.0,220.0,72.0,12600.0,87.0,7.1,94.0,4.0
庄内,34.750259,135.475041,2,11.5,20.3,17300.0,48000.0,65.0,31.0,137.0,4.0,8.0,7.0,2.0,7.0,1.0,250.0,71.0,28600.0,85.0,7.4,86.0,2.0
服部天神,34.762991,135.475098,1,11.3,19.7,16800.0,7300.0,67.0,30.0,117.0,2.0,6.0,6.0,2.0,7.0,0.0,210.0,70.0,25600.0,91.0,4.5,86.0,2.0
岡町,34.77916,135.465006,1,11.3,19.8,17100.0,6400.0,69.0,27.0,103.0,1.0,7.0,4.0,1.0,8.0,0.0,220.0,72.0,15300.0,90.0,5.2,71.0,2.0
豊中,34.78764,135.461154,1,10.9,19.1,16700.0,11000.0,52.0,22.0,110.0,2.0,6.0,6.0,2.0,8.0,0.0,210.0,76.0,27200.0,86.0,7.9,71.0,2.0
蛍池,34.794616,135.44927,3,11.1,18.5,16800.0,71000.0,79.0,32.0,158.0,9.0,8.0,12.0,2.0,7.0,2.0,250.0,71.0,12300.0,81.0,6.8,76.0,2.0
石橋阪大前,34.82029,135.42942,2,11.1,18.1,15900.0,30000.0,81.0,20.0,115.0,4.0,8.0,6.0,3.0,7.0,1.0,230.0,76.0,15600.0,86.0,12.8,60.0,2.0
池田,34.82396,135.43512,1,10.2,18.2,15900.0,10000.0,81.0,25.0,94.0,3.0,7.0,6.0,1.0,8.0,0.0,200.0,75.0,10800.0,88.0,8.8,70.0,3.0
川西能勢口,34.83784,135.41511,3,10.5,17.8,15700.0,98000.0,64.0,37.0,137.0,9.0,9.0,12.0,2.0,7.0,3.0,240.0,71.0,20700.0,80.0,13.1,62.0,2.0
雲雀丘花屋敷,34.827209,135.402733,1,10.3,17.4,15900.0,9000.0,60.0,22.0,102.0,3.0,7.0,7.0,2.0,8.0,0.0,230.0,73.0,12400.0,87.0,10.0,49.0,1.0
山本,34.822043,135.388622,2,10.6,17.0,16400.0,24000.0,54.0,20.0,117.0,3.0,8.0,4.0,2.0,8.0,1.0,230.0,72.0,17400.0,84.0,13.1,57.0,1.0
中山観音,34.83404,135.36942,1,10.0,16.4,15300.0,11000.0,68.0,21.0,86.0,1.0,6.0,4.0,1.0,7.0,0.0,190.0,77.0,15400.0,86.0,9.7,54.0,2.0
売布神社,34.82593,135.36241,1,10.1,17.3,15300.0,4200.0,53.0,24.0,96.0,1.0,6.0,5.0,1.0,7.0,0.0,190.0,73.0,15300.0,88.0,10.0,49.0,1.0
清荒神,34.818,135.35638,1,10.4,17.9,16200.0,9200.0,75.0,17.0,81.0,1.0,6.0,5.0,2.0,8.0,0.0,220.0,78.0,20800.0,89.0,11.4,53.0,1.0
宝塚,34.80504,135.3578,3,10.6,18.1,15800.0,77000.0,72.0,27.0,133.0,9.0,9.0,9.0,2.0,8.0,2.0,200.0,77.0,14900.0,83.0,12.2,55.0,2.0
三宮・花時計前,34.69339,135.19366,2,8.8,14.3,14500.0,48000.0,85.0,22.0,87.0,5.0,7.0,6.0,2.0,6.0,1.0,170.0,78.0,15400.0,88.0,13.0,17.0,0.0
湊川公園,34.68288,135.16727,1,8.9,15.1,14500.0,11000.0,82.0,13.0,60.0,1.0,6.0,3.0,2.0,7.0,0.0,180.0,80.0,20900.0,92.0,16.1,0.0,0.0
上沢,34.68389,135.1567,1,8.5,14.5,13500.0,4400.0,51.0,10.0,58.0,2.0,5.0,2.0,1.0,7.0,0.0,150.0,82.0,15200.0,88.0,18.7,1.0,0.0
板宿,34.66133,135.13941,1,8.4,14.4,13200.0,10000.0,50.0,13.0,66.0,1.0,5.0,4.0,1.0,6.0,0.0,150.0,78.0,19200.0,91.0,18.0,2.0,0.0
妙法寺,34.675049,135.110144,1,8.2,13.3,13500.0,11000.0,83.0,14.0,54.0,1.0,5.0,3.0,2.0,6.0,0.0,150.0,83.0,6000.0,89.0,18.1,7.0,0.0
名谷,34.679309,135.094304,1,8.1,14.5,12900.0,7000.0,87.0,10.0,51.0,2.0,5.0,3.0,1.0,7.0,0.0,140.0,77.0,5000.0,87.0,21.9,1.0,0.0
学園都市,34.68528,135.07075,1,7.9,12.8,13200.0,8800.0,52.0,12.0,51.0,3.0,5.0,3.0,1.0,6.0,0.0,150.0,83.0,12900.0,88.0,21.3,12.0,0.0
伊川谷,34.70684,135.05937,1,7.7,13.2,13000.0,12000.0,79.0,13.0,50.0,1.0,5.0,2.0,2.0,6.0,0.0,160.0,84.0,5600.0,90.0,22.4,3.0,0.0
西神南,34.69956,135.030039,1,7.3,13.0,11900.0,9100.0,56.0,11.0,46.0,3.0,6.0,3.0,1.0,5.0,0.0,140.0,82.0,6300.0,92.0,21.8,4.0,0.0
西神中央,34.719416,135.017458,1,6.8,11.3,12300.0,13000.0,68.0,10.0,39.0,1.0,6.0,1.0,1.0,6.0,0.0,130.0,80.0,19800.0,92.0,23.8,2.0,0.0
旧居留地・大丸前,34.68886,135.18989,1,8.5,15.1,13800.0,9700.0,55.0,17.0,67.0,1.0,6.0,4.0,2.0,7.0,0.0,160.0,78.0,14400.0,88.0,17.5,12.0,0.0
みなと元町,34.68526,135.18133,1,8.5,14.7,13900.0,8400.0,66.0,13.0,63.0,1.0,5.0,5.0,2.0,7.0,0.0,180.0,79.0,12000.0,93.0,17.0,1.0,0.0
ハーバーランド,34.67912,135.17724,1,9.0,14.8,14400.0,12000.0,67.0,16.0,69.0,1.0,7.0,4.0,1.0,6.0,0.0,190.0,76.0,18700.0,92.0,17.3,1.0,0.0
中央市場前,34.67234,135.17662,1,8.7,15.3,14500.0,11000.0,75.0,16.0,67.0,3.0,7.0,3.0,1.0,7.0,0.0,170.0,77.0,18800.0,90.0,16.5,9.0,0.0
和田岬,34.65737,135.16372,2,9.2,16.0,14400.0,47000.0,88.0,19.0,83.0,4.0,8.0,6.0,3.0,6.0,1.0,170.0,80.0,7300.0,87.0,19.6,10.0,0.0
苅藻,34.6596,135.15625,1,8.5,14.3,14000.0,12000.0,76.0,16.0,60.0,3.0,7.0,3.0,2.0,6.0,0.0,180.0,81.0,21800.0,88.0,17.9,0.0,0.0
駒ヶ林,34.66192,135.15256,1,8.2,14.6,13300.0,9400.0,77.0,18.0,70.0,2.0,5.0,6.0,1.0,7.0,0.0,170.0,82.0,16100.0,89.0,18.2,3.0,0.0
尼ヶ辻,34.69664,135.79548,1,9.3,16.5,14000.0,10000.0,89.0,13.0,67.0,1.0,6.0,4.0,1.0,6.0,0.0,150.0,82.0,10400.0,88.0,12.7,23.0,0.0
西ノ京,34.68924,135.79319,1,8.7,15.2,14900.0,14000.0,80.0,17.0,70.0,3.0,7.0,4.0,2.0,6.0,0.0,170.0,79.0,5800.0,89.0,12.8,10.0,0.0
近鉄郡山,34.65732,135.79104,1,8.9,14.6,14600.0,4600.0,81.0,20.0,74.0,1.0,7.0,4.0,1.0,6.0,0.0,190.0,75.0,23100.0,92.0,14.9,16.0,0.0
筒井,34.63931,135.7908,2,9.3,15.6,14000.0,36000.0,86.0,27.0,101.0,4.0,6.0,8.0,3.0,6.0,1.0,170.0,79.0,10900.0,83.0,17.4,27.0,1.0
結崎,34.584376,135.784791,1,8.9,15.0,14700.0,11000.0,70.0,18.0,66.0,1.0,7.0,3.0,2.0,6.0,0.0,160.0,75.0,15800.0,87.0,15.6,14.0,0.0
石見,34.571556,135.785809,1,8.9,14.4,14000.0,11000.0,81.0,13.0,76.0,3.0,6.0,6.0,1.0,7.0,0.0,160.0,75.0,13000.0,91.0,14.8,14.0,0.0
田原本,34.553461,135.790728,1,8.8,14.4,13800.0,12000.0,66.0,10.0,70.0,3.0,7.0,4.0,1.0,7.0,0.0,190.0,78.0,19300.0,89.0,19.5,9.0,0.0
笠縫,34.541454,135.79411,1,8.4,14.5,14300.0,10000.0,53.0,16.0,73.0,2.0,7.0,5.0,1.0,6.0,0.0,170.0,75.0,8400.0,91.0,19.4,0.0,0.0
箸尾,34.570236,135.751441,2,9.5,16.6,14700.0,39000.0,83.0,16.0,91.0,4.0,7.0,5.0,2.0,7.0,1.0,210.0,77.0,13700.0,87.0,17.1,17.0,1.0
新ノ口,34.54226,135.79279,1,8.3,14.6,13800.0,4800.0,79.0,13.0,59.0,2.0,6.0,2.0,2.0,7.0,0.0,150.0,77.0,21900.0,90.0,14.1,8.0,0.0
近鉄新庄,34.48914,135.727353,1,8.9,14.7,14700.0,13000.0,79.0,20.0,76.0,1.0,6.0,5.0,2.0,7.0,0.0,180.0,77.0,5000.0,86.0,18.3,3.0,0.0
八木西口,34.509605,135.790745,1,8.2,13.6,13600.0,10000.0,58.0,12.0,65.0,2.0,6.0,3.0,2.0,6.0,0.0,180.0,81.0,13100.0,87.0,19.7,1.0,0.0
畝傍御陵前,34.493015,135.794272,1,8.6,14.0,14100.0,13000.0,67.0,11.0,58.0,2.0,7.0,3.0,1.0,7.0,0.0,150.0,78.0,9800.0,87.0,16.6,12.0,0.0
今宿,33.57439,130.28402,1,3.2,5.4,800.0,0.0,56.0,3.0,16.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,98.0,10800.0,94.0,70.0,11.0,0.0
周船寺,33.567,130.24514,1,3.2,5.3,400.0,7500.0,52.0,7.0,32.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,98.0,5100.0,90.0,70.0,0.0,0.0
波多江,33.56392,130.21374,1,3.2,5.6,1100.0,200.0,71.0,4.0,21.0,3.0,2.0,1.0,2.0,1.0,0.0,30.0,98.0,5700.0,89.0,70.0,0.0,0.0
糸島高校前,33.56263,130.19535,1,3.2,5.6,900.0,0.0,54.0,5.0,28.0,2.0,1.0,1.0,1.0,1.0,0.0,10.0,98.0,18800.0,89.0,70.0,10.0,0.0
筑前前原,33.55714,130.199293,1,3.2,5.2,1000.0,1600.0,76.0,5.0,32.0,2.0,2.0,1.0,1.0,2.0,0.0,40.0,98.0,5800.0,90.0,70.0,1.0,0.0
美咲が丘,33.549925,130.185554,1,3.2,5.4,700.0,7000.0,54.0,6.0,30.0,3.0,2.0,2.0,1.0,2.0,0.0,20.0,98.0,7700.0,89.0,70.0,1.0,0.0
加布里,33.543349,130.176331,1,3.2,5.6,800.0,500.0,69.0,3.0,21.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,98.0,3000.0,88.0,70.0,0.0,0.0
九大学研都市,33.578163,130.2599,1,3.2,5.2,400.0,3600.0,62.0,4.0,23.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,98.0,13200.0,91.0,70.0,0.0,0.0
下山門,33.581892,130.308064,1,3.2,5.7,1000.0,0.0,80.0,4.0,19.0,3.0,2.0,0.0,1.0,1.0,0.0,10.0,98.0,14800.0,89.0,70.0,11.0,0.0
浜崎,33.446772,130.036464,1,3.2,5.5,1000.0,6900.0,68.0,5.0,21.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,98.0,7100.0,94.0,70.0,4.0,0.0
虹ノ松原,33.441062,130.016203,1,3.2,5.4,400.0,5200.0,64.0,2.0,17.0,3.0,1.0,1.0,2.0,2.0,0.0,10.0,98.0,18100.0,93.0,70.0,0.0,0.0
東唐津,33.4537,129.9803,1,3.2,5.5,1000.0,400.0,67.0,4.0,23.0,2.0,1.0,1.0,1.0,1.0,0.0,30.0,98.0,18200.0,90.0,70.0,0.0,0.0
和多田,33.42422,129.98379,1,3.2,5.5,400.0,4700.0,69.0,6.0,32.0,2.0,2.0,1.0,1.0,2.0,0.0,40.0,98.0,12000.0,89.0,70.0,11.0,0.0
鬼塚,33.421466,129.98719,1,3.2,5.4,900.0,2700.0,87.0,5.0,21.0,2.0,1.0,0.0,2.0,2.0,0.0,20.0,98.0,16800.0,90.0,70.0,0.0,0.0
久里,33.40187,129.92674,2,3.2,5.4,700.0,39000.0,85.0,8.0,57.0,5.0,2.0,5.0,2.0,1.0,1.0,20.0,98.0,9600.0,87.0,70.0,17.0,1.0
肥前久保,33.355512,129.999847,1,3.2,5.4,900.0,0.0,61.0,2.0,16.0,2.0,2.0,1.0,2.0,2.0,0.0,10.0,98.0,18300.0,95.0,70.0,4.0,0.0
西唐津,33.461657,129.957611,3,3.2,5.5,300.0,63000.0,62.0,18.0,75.0,9.0,4.0,5.0,3.0,1.0,2.0,30.0,98.0,6400.0,85.0,70.0,13.0,0.0
唐津,33.45439,129.96649,3,3.2,5.3,1000.0,87000.0,64.0,15.0,83.0,9.0,5.0,5.0,3.0,2.0,2.0,30.0,98.0,10600.0,81.0,70.0,17.0,1.0
厳木,33.323347,130.060671,1,3.2,5.7,700.0,0.0,80.0,7.0,32.0,3.0,1.0,1.0,2.0,1.0,0.0,40.0,98.0,8100.0,90.0,70.0,0.0,0.0
相知,33.346927,130.019916,1,3.2,5.7,1300.0,1700.0,57.0,2.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,98.0,2500.0,88.0,70.0,0.0,0.0
